count.C1,count.C2,count.C3,count.T1,count.T2,count.T3
5208,4944,4310,4257,4499,4240
28689,24463,23582,22145,20382,20258
467,383,422,607,538,577
18,12,10,8,12,10
2507,1930,1815,2340,2284,2380
1848,1447,1370,2610,2834,2624
56,89,59,54,38,62
4,6,0,4,0,4
798,677,772,968,962,848
12154,10334,9630,15919,16553,15154
3228,2732,2639,2966,2949,2957
1145,1062,781,1254,1421,1369
2606,2108,1918,2573,2802,2651
2422,2039,2079,2647,2974,2722
5035,4159,4555,6281,5267,5576
25457,22210,21677,23719,22818,21896
3296,2429,2411,3671,4915,3539
2510,1743,1765,2572,3038,2872
1523,1382,1193,2145,2340,2015
3558,2350,2612,4009,5061,3896
4210,3021,3078,4701,5965,4895
372,280,158,160,126,101
588,406,62,314,335,248
2311,1951,2104,2553,2527,2244
316,342,264,456,504,417
1341,1077,1044,1295,1493,1402
12451,10043,9519,16040,15652,15192
2151,1906,1721,3253,3981,3047
2380,1861,1771,4587,4903,4258
11993,10170,9259,10295,10674,9743
3754,2863,2892,4286,4458,4107
8650,7065,6923,30064,32136,28952
4772,4075,3620,2971,3431,2953
5030,4003,3761,5432,5604,5050
56281,45665,42260,65503,65728,63682
1486,1388,1319,1791,1723,1724
1660,1161,1165,1960,2091,1676
10815,9257,8323,8489,8853,7925
17303,15686,13466,14260,14049,13152
4913,4048,3872,5088,4832,4641
12185,10326,9196,10385,9775,9181
5360,4293,4300,6346,6755,5772
3209,2845,2609,2933,3066,3040
15,6,20,55,70,55
1849,1693,1384,1480,1301,1524
120,143,82,359,345,237
3140,2173,2311,2932,3940,3428
0,18,0,4,4,0
12866,10460,9162,9907,10219,9559
1249,816,898,899,1162,977
27,16,10,27,32,20
2070,1364,1486,2510,3227,2784
706,503,456,944,1270,937
1492,1119,1248,2867,3452,2453
16,4,0,4,25,18
1923,1552,1358,2104,2961,2289
2593,2081,2211,3479,3896,3242
789,597,566,662,859,776
1025,824,780,1659,2230,1668
1860,1163,1265,2335,2945,2033
7954,6313,6103,9336,10007,8668
843,713,682,702,749,815
2331,1960,1771,2524,2888,2635
2635,1808,2009,2773,3383,3140
1020,808,747,887,961,931
1833,1596,1551,2592,2778,2521
435,272,321,476,434,409
2723,2708,2310,2655,2971,2716
2085,1508,1532,3012,3192,3034
3389,2802,2727,4190,4768,3943
20362,17654,15670,18147,18146,16167
6009,4910,4578,13169,16528,13673
6027,4443,4460,9723,10839,9252
7828,6287,6157,10204,10558,9415
2981,2311,2115,3692,3663,3235
4495,3806,3918,4923,4967,4368
8804,6892,6582,11949,13496,11552
2254,1697,1739,2028,1946,1897
21933,18031,16166,13975,14364,13265
1646,1609,1192,4090,3737,3537
2269,1817,1791,2583,3087,2488
1940,1825,1500,1155,1287,989
349476,288650,261501,210545,212174,196972
2226,1673,1749,2066,2674,2250
4285,2780,2849,3403,5031,4019
2021,1706,1524,2677,2831,2782
7688,6199,6168,10139,10791,9949
2489,2239,1930,2434,2494,2460
1196,990,1010,1040,1675,1434
101314,76710,72199,93829,94804,82230
8744,7187,6760,8658,8377,7619
155,153,169,169,237,184
3114,2704,2189,2560,2490,2371
945,488,500,807,848,619
5695,4656,4791,6892,7036,6362
582,474,462,1715,1830,1636
5615,4448,4776,4255,5007,4505
5502,4388,4362,5194,5251,4912
1987,1639,1726,1726,1995,1696
1887,1409,1252,2466,2486,2456
5435,4224,3876,6080,7788,6181
6638,4996,4963,6058,6777,5971
2714,2012,1965,2823,2649,2616
4976,4152,3765,2669,2774,2796
881,852,736,794,751,739
8819,7333,6814,5484,5910,5213
694,674,598,623,545,609
3190,2523,2274,2043,2189,1862
5009,3631,3257,6206,6532,5876
14128,11896,10187,10801,11111,10486
2397,2281,2077,3081,3167,2975
1885,1774,1564,3041,3171,3078
12038,10373,8693,8695,8756,8347
19362,17432,15796,14416,14633,13902
3095,2470,2371,2912,3027,2582
8629,6818,6671,10349,13922,11469
1879,1653,1253,1093,1299,1041
4633,4142,3824,4450,4746,4252
7974,6813,5756,8740,8689,8072
8242,7151,6282,7405,7165,6995
10494,8344,7625,9728,9461,8339
429,340,299,323,376,346
8396,7066,6853,6995,6624,6346
10866,9081,9347,7807,7468,7121
23003,18466,17407,31527,32900,29176
2468,2530,2145,2254,2229,2285
6748,5610,5069,6306,6485,5686
46,12,0,32,40,25
1190,1110,993,1576,2176,1689
7407,5757,5625,8716,10810,9720
653,483,489,514,609,669
6915,5307,5212,6833,7258,6342
1364,1062,1245,1666,2236,1963
8283,7274,6382,5220,5401,4836
4851,3645,3604,4965,5829,4787
5274,4696,3705,4863,4951,4804
118,100,56,55,81,57
8,0,0,0,0,0
477,469,560,540,413,595
1305,1171,1109,1268,1125,1142
0,8,0,0,0,0
29,22,36,12,35,26
2862,2239,2057,3024,3847,3164
14045,11071,11079,19654,22496,19134
11612,9039,8310,14805,16685,14639
7844,7112,6515,8007,8803,7311
1964,2076,1758,2002,2026,2152
2090,1765,1555,2796,2694,2502
879,817,656,1221,1231,1024
6,8,12,0,7,8
407,269,226,1217,1358,1072
1321,939,889,1363,1630,1360
8,12,8,16,0,0
812,534,557,661,2257,455
10,0,0,10,15,21
861,729,731,1390,1197,1068
3,0,0,0,0,0
0,0,0,18,0,4
11838,9385,8589,9359,10167,8104
6972,5398,5437,8490,10667,9110
434,332,373,510,557,514
5372,3856,4182,9102,10860,9348
6020,5003,4461,6256,6220,6302
2130,1825,1929,2464,2538,2095
3164,2319,2394,2748,2976,2739
9471,7960,7336,8369,9163,8884
3809,3428,3213,5176,5812,4937
0,4,0,0,11,0
3,0,0,0,0,8
6378,6095,5755,5093,4621,4937
7595,5979,5825,8873,9420,8753
2234,1661,1747,2673,3530,2787
13179,10991,10702,16043,16627,14505
3568,2922,2928,4361,4523,4021
717,658,583,174,154,207
7,11,0,4,8,20
6370,5372,5044,7667,8873,7706
1811,1535,1450,2772,3041,2539
9086,7450,7073,7425,6890,6404
7486,5653,5063,7913,10078,7986
1964,1444,1344,3296,3208,2975
8,20,28,4,7,19
3721,3052,2673,2513,2857,2361
7146,6747,6164,5748,5340,5107
4286,3726,3507,3746,3440,3435
2952,2695,2782,3830,3839,3677
1789,1376,1301,2124,1910,2067
6426,5497,4713,5632,5996,5693
1576,1186,1067,1954,2275,2103
4,0,0,0,0,0
6536,5381,5053,11473,11302,11106
12,16,20,0,8,11
5861,4886,4333,4932,4798,4438
17732,15429,13874,12112,11307,11114
2790,2084,1596,25846,27265,23595
2824,2416,2087,4941,5430,4849
21,14,0,0,14,8
25,4,0,62,102,66
8,0,12,13,16,31
40517,32036,30273,53459,54411,48677
480,440,334,695,685,718
5212,4095,4105,3861,4075,3527
6491,5446,5446,6256,7360,6149
2402,2075,1851,2105,2276,2055
1712,1547,1266,1736,1812,1764
144,121,51,100,170,101
12596,10713,10588,10120,9527,9142
16076,12515,12433,18037,18524,16589
2236,2094,1749,2458,2516,2290
0,0,3,12,0,4
4184,2950,3182,3821,4779,4006
12186,9152,9057,16509,21608,18056
4,0,0,0,0,0
3568,2891,2658,3309,3124,2946
18151,15447,14462,21053,21661,20245
201,132,112,175,219,241
5010,3985,4436,8214,9208,8703
94700,83717,74239,76176,75593,70970
2165,1761,1510,2049,2722,2402
2924,1963,2162,2245,2330,2061
1412,1101,892,3244,2983,3013
887,702,701,954,1214,976
1811,1661,1548,1488,1605,1449
1460,1053,885,1489,1711,1456
8523,7321,6322,7921,8079,7678
6879,5016,5413,9274,9659,8720
15665,12842,12430,14287,14109,12974
15316,13937,12554,14623,14672,13117
7113,6933,5717,6919,7207,6707
1461,1197,1080,1484,1535,1362
9523,8404,7482,8627,8780,7957
19067,16686,14184,11899,12493,11504
5494,3548,3484,7149,10405,8231
11772,10235,9214,13259,13037,12895
4247,3631,3113,4405,4045,4082
10348,9540,8752,9940,10276,10459
4,0,0,0,0,0
4923,3647,3608,6472,6926,6085
6293,5293,4232,5678,6377,5645
0,51,46,0,0,0
7805,6829,6221,18898,19092,18429
9945,7795,7164,6040,6324,5465
1390,1222,1082,1516,1375,1253
141095,120155,111971,92955,88406,87410
8376,7554,7579,8225,8649,7941
494,359,336,712,773,584
4913,4309,4063,4462,4230,4094
3235,3012,2564,3194,3067,2764
1773,1654,1171,1358,1397,1428
16,0,20,12,4,36
3232,2526,2605,3004,3358,3079
40,16,38,64,38,73
2394,1906,1666,2413,2617,2299
24170,18548,18652,27251,31231,27591
3779,3703,3169,7921,7631,7372
17724,13653,14442,21098,23705,21745
1727,1222,1321,2091,2377,1938
3449,2288,2355,3086,4027,3162
254,274,264,537,445,391
17137,14707,14373,16761,16811,15452
8396,6732,6188,5286,5840,5004
5389,4529,4692,4385,4258,4035
5687,3800,3702,5375,7254,5616
229,170,118,415,438,426
954,663,618,379,385,408
38016,32910,29397,49536,50251,46662
4,4,10,0,0,0
1988,1763,1624,2263,2547,2161
1783,1512,1296,2368,2696,2109
19671,15740,14703,14348,15647,13842
10746,9330,8374,10124,9717,9526
10901,8873,8249,11089,11210,9976
119,84,56,201,173,130
7474,6279,5787,7726,7510,6951
6605,5490,5507,6972,5953,6145
6307,5046,4528,5220,5338,4923
22,19,14,19,30,21
4533,3580,3370,4027,4143,4092
34,7,17,31,0,0
436,440,336,339,355,395
11809,10332,8990,8056,8090,7792
14256,12849,11558,11365,11903,10578
5053,4439,3727,4203,4237,4163
8716,7119,6434,7871,7506,7259
3,0,0,3,8,0
33056,28919,25624,24417,23444,22801
20,8,16,51,75,11
1025,942,861,1483,1469,1261
2489,2013,1913,2048,2062,2236
8,6,8,4,4,8
833,661,559,1710,1971,1751
662,619,531,752,746,851
2550,2226,1925,4021,4241,3830
2078,1907,1722,1433,1252,1196
4408,3926,3408,3139,3204,3228
39375,33470,30747,32202,34126,31652
9024,7003,6813,8926,10261,8341
13,10,27,4,14,7
785,619,599,1534,1769,1687
5360,4529,4353,6423,7023,6677
1183,1148,1050,1339,1263,1332
790,505,560,928,1198,1040
7396,5967,5598,8797,10766,8688
4,0,0,0,0,0
0,0,4,9,7,5
2713,2000,2264,5812,6183,5280
11845,9490,9461,10703,10782,10334
757,694,635,988,1138,915
307,336,365,561,489,564
0,0,8,0,8,0
397,248,239,265,347,337
1202,973,817,1520,1650,1715
27681,21486,21408,31432,34041,29582
9128,7713,7536,11812,12030,10632
1515,1483,1339,1997,1891,1833
6717,6063,5193,8457,8208,7551
9533,7327,6865,5189,5367,5687
1152,1055,1112,1629,1416,1386
7332,6167,5784,8329,9403,7523
43,34,18,67,57,79
2558,1984,1690,1895,1871,2030
3316,2153,2479,3019,3409,3047
23,46,30,34,22,29
22,12,25,46,17,29
3523,2776,2693,5301,5459,4899
6031,4635,4963,6820,7252,6434
2239,1931,1756,1914,1753,1919
622,803,630,1230,1219,1089
16112,13701,13115,11320,11508,10665
534,516,473,1115,1196,1175
1710,1405,1503,1658,1816,1439
3657,2819,2657,2336,2218,2187
3031,2318,2119,3432,4085,3460
1115,852,902,1400,1500,1298
4155,3383,3521,5376,5243,5025
318,331,256,191,266,128
13666,9926,10806,16688,20019,16529
11922,9799,9029,12271,12916,11639
0,0,0,8,0,8
7665,6639,6093,6939,6545,6731
227647,184870,161215,178500,188606,176258
0,2,0,4,5,0
12676,9966,9857,8163,8750,7842
810,889,720,1233,1241,1280
1178,922,877,2921,3537,3048
1972,1751,1446,2193,2008,2198
117,52,75,90,85,79
0,0,0,0,0,4
0,0,0,0,0,4
18,44,54,17,30,13
1549,1215,1032,1791,2493,1649
1549,1170,1059,1365,1941,1470
3199,2668,2469,4074,4326,4201
5368,4817,4453,7366,7404,6936
2244,1742,1799,2960,3174,2698
179,233,249,424,546,546
8389,6824,6372,4584,4534,4288
6652,4968,4935,5702,6736,5823
2277,1904,1530,1533,1315,1350
5290,4047,3690,6006,6648,6306
1359,971,900,1469,1541,1392
1380,1373,1409,1614,1427,1440
8,4,5,9,2,4
4178,3069,3079,4719,7087,5246
2076,1693,1742,2661,3338,2717
1843,1452,1219,1844,1994,1667
2489,2133,2005,2051,1919,1736
2214,1766,1837,2282,2434,2437
1734,1564,1233,1524,1682,1468
1038,708,728,855,1358,1123
3419,3129,2612,5412,5536,5401
44189,34784,31797,38318,39062,34612
6419,5502,5625,6531,6864,6473
26337,20874,19613,20026,20152,19501
0,0,4,4,0,4
836,623,533,920,868,604
2882,2598,2415,3065,3790,3129
7323,5854,6233,7525,7837,6936
17780,16084,14334,7563,7250,6836
341243,313892,285232,178874,180886,171270
682,526,451,1592,1614,1591
776,553,568,1280,1582,1293
0,0,0,0,13,0
7363,6708,5836,5754,5618,5232
6927,5218,5107,7899,8897,8065
42676,35460,33901,37480,36202,33780
2503,2519,2528,2338,2176,2213
590,471,464,1240,1277,1136
7942,7115,6601,8231,8170,7723
0,0,0,0,0,4
52,19,9,8,32,29
2777,2266,2121,2574,2786,2573
973,763,753,1231,1548,1306
5269,4551,4251,7277,7166,6582
6103,4984,4992,7594,8052,7394
6198,4869,4931,6730,7186,6005
2616,1857,1834,2954,3612,3321
5259,4383,4299,3697,3967,3568
12130,10949,10322,16150,15082,14877
8519,7328,6546,7733,7285,7295
5636,4644,4705,8089,8257,7635
10816,8342,8046,6263,6930,5780
77,56,41,102,90,123
1490,1097,1211,2094,2341,2251
1959,1845,1928,1524,1582,1179
1192,1212,986,932,814,944
17269,14225,12923,15434,16240,14908
15261,12392,10744,9017,8945,8821
2499,2327,2107,2822,3060,2720
1718,1512,1423,1795,1621,1667
5777,4896,4488,6279,6871,6109
1016,642,791,1403,1538,1291
1351,1209,960,1531,1484,1384
514,468,457,319,520,570
4562,3548,3299,4907,4884,4795
12345,11212,10117,7458,7530,7206
32,42,24,32,27,40
107,85,97,77,161,87
150,115,103,113,135,169
5486,4699,4310,5156,4811,4466
8780,8177,7291,8084,8126,7749
4149,4038,3701,4329,4447,3837
3394,2916,2676,3059,2951,2952
2864,2296,2301,3399,3379,3469
0,2,0,4,10,0
109,67,57,64,72,28
5838,4557,4296,5835,7954,6488
20721,15605,15379,17724,21733,17680
12893,11300,9875,16660,16863,15740
3643,2952,2777,3952,4085,3634
1370,1066,1131,1445,1724,1486
6427,4545,4420,6918,9239,7273
11987,11152,9777,10141,9312,8618
4986,4463,4282,4139,4365,3958
5710,4723,4409,6228,7457,6297
54,96,73,146,110,127
0,0,4,0,0,0
8042,6314,6138,7978,8579,7621
2233,1979,1586,1489,1699,1379
5183,3949,4067,6058,6756,5797
5611,4918,4658,5306,5210,4902
1102,843,915,1992,2283,1890
2140,1943,1606,1876,1837,1707
5156,4005,4090,8316,8616,7740
568,454,372,889,1206,895
24165,20124,17638,20331,20826,18658
1841,1437,1260,1455,1641,1348
116,41,71,59,135,115
1365,1307,1098,1188,1696,1514
1320,1058,944,1854,2006,2032
7508,5698,5823,7534,8228,7229
23426,20417,18494,18144,19196,18665
15,17,19,13,26,28
4,4,0,0,0,4
2308,2112,1938,1924,1860,1857
33,24,18,39,37,72
56,52,72,207,125,174
1721,1373,1347,1511,1746,1488
10635,9412,8748,9095,9165,8886
1679,1407,1562,2323,2543,2104
16,24,28,54,52,20
1076,890,847,601,846,757
0,8,26,0,16,15
5607,4110,4082,6330,7112,6143
7072,5170,5263,7396,8775,7483
2561,1973,1994,2764,3679,2882
677,520,591,924,1201,1081
2535,2022,1987,2622,2880,2175
4771,4106,3893,6469,6541,6490
13588,10415,10501,12880,12788,12265
0,0,0,0,4,0
5813,4227,4402,6386,7094,6369
954,911,781,1528,1457,1060
4,0,0,0,0,0
37141,31917,30127,37070,37393,35134
0,0,12,10,5,9
5202,4236,4187,2167,2438,2078
2040,1439,1573,2991,3239,3227
360,263,368,500,576,450
32,0,0,8,10,16
0,12,4,4,4,13
0,0,8,0,4,29
12020,8762,8823,16695,18383,15945
8176,6451,6558,7397,8018,6785
5423,3901,3990,6257,8032,6742
1049,812,1020,1189,957,1087
3272,2825,2412,4583,4451,4402
0,0,4,0,0,0
4771,4122,3991,7837,8784,7284
14,0,3,20,13,5
6657,5262,5275,7458,7150,7027
17782,14761,13157,10914,12187,11803
58,89,62,190,112,146
1515,1440,1237,891,933,919
8516,7016,6591,5495,5514,4899
569,444,428,479,534,539
4,0,8,3,1,5
0,48,26,41,11,15
2988,2090,1957,3220,4675,3412
221,216,311,263,368,357
980,819,726,1676,1866,1691
110,99,58,102,55,83
20687,16654,16001,24510,27293,23616
361,178,217,267,332,280
1608,1428,1267,1435,1642,1370
1851,1697,1533,1878,1932,1650
4225,3921,3748,3712,3459,3457
4822,4260,3858,4202,4215,3571
9940,7549,7511,11238,11932,10626
745,540,495,932,1128,961
2843,2336,2006,1870,2160,1804
129,186,163,305,165,213
3660,2789,2727,5046,5312,4872
0,0,0,0,4,12
11156,10990,10157,12104,11938,11864
1300,1075,1193,1190,1198,1299
16315,13906,12081,29332,30704,28232
5724,4583,4297,3966,4184,3681
2875,2170,2120,3355,3608,3058
7,0,0,0,0,0
7572,6502,5797,5181,5719,5397
1088,816,819,1061,1100,872
7266,6249,5821,7530,7657,7236
4749,3623,3498,4631,5971,4941
16583,13947,12386,14696,14411,13679
10684,8540,8429,11499,12963,11854
3716,2840,2574,4098,4190,3790
4988,3870,4017,7902,8663,7569
2456,2138,1799,2560,2596,2137
7260,6958,5989,4405,4563,4370
16,17,13,0,13,11
1133,1016,954,1973,1920,1959
32,18,34,20,38,29
7894,6535,5967,7701,8151,7665
1239,845,860,1369,1819,1636
0,7,0,0,0,0
0,8,0,7,0,0
172,133,161,402,523,403
3122,2322,2023,3877,5123,3963
5207,3692,3606,3863,4609,3929
388,325,346,253,314,241
3031,2564,2462,2551,3027,2535
727,684,618,1182,1246,1160
467,399,451,1064,939,954
64,30,64,73,89,30
6854,7321,5739,6792,6298,4716
1794,1198,1285,2265,2828,2192
0,0,0,8,5,14
14,52,44,59,41,30
32,39,10,24,49,15
2117,1519,1748,2489,2158,2145
4558,3659,3409,6296,6380,6110
3954,3253,3224,3454,3881,3206
5653,4087,4170,8516,10217,8295
3800,3106,2765,2506,2673,2381
48691,37488,35192,41749,55662,43182
4921,3440,3468,3376,4323,3778
13884,11461,10626,11049,11226,9989
528,385,430,602,509,607
221,180,256,414,361,410
4116,2848,2779,3768,4739,3581
1598,1210,1392,1636,1831,1604
1175,873,879,1310,1434,1194
911,661,579,1133,1194,1208
3443,2631,2893,12690,13496,11558
28,0,0,0,0,4
91,100,73,171,214,213
259,225,229,199,226,226
10222,7789,7376,8670,10954,8267
36,31,70,14,18,36
11289,8317,8690,13115,15551,11965
4299,3655,3171,3792,4504,3977
1360,1043,1168,2509,2596,2253
10,14,8,14,14,20
0,0,8,0,12,0
117,129,134,97,109,76
4,0,0,0,0,12
2849,2140,1883,2820,3437,2779
4226,2822,2950,4715,5677,4853
2883,2322,2325,2919,2946,3040
1195,899,961,1455,1818,1493
0,0,0,8,0,0
33,23,11,19,45,52
2237,1892,1847,1325,1451,1504
2011,1617,1448,2558,2848,2648
7314,6688,6000,5450,5384,5066
7870,6716,6239,7760,8147,7857
53,50,51,69,48,91
400,293,330,373,357,363
4,0,0,4,0,0
13,8,28,12,20,44
2244,1769,1599,2230,2592,2017
3038,2647,2384,2085,2224,1959
3348,2876,2936,2274,2774,2491
34,39,12,42,19,43
1333,1154,900,1386,1575,1443
5146,3710,3883,6678,7780,6393
44,54,40,79,113,68
1885,1419,1325,519,435,550
5622,4333,3763,5478,6227,5707
30081,21950,22445,26479,33057,26992
39,56,56,57,83,55
102,48,37,73,113,108
3527,2598,2584,5032,5799,4341
3476,2620,2851,6603,7642,6517
1429,1309,1120,1883,2583,2217
932,653,725,1153,1431,1146
0,0,0,0,0,4
53,89,54,28,53,39
113,126,109,76,74,100
2167,2105,1814,2323,2752,2435
397,223,179,187,134,159
249,166,184,155,170,121
1097,700,710,1503,1638,1545
2487,1897,1950,2678,2826,2696
4328,3666,3255,4093,3917,3686
4,0,8,12,4,6
68112,57272,53852,141949,136661,131492
0,0,0,0,8,8
9004,7126,6970,11245,12203,10645
7398,6564,5907,5505,5500,5113
10152,8328,8368,7767,7767,7559
25075,18723,19249,30681,37578,30572
4,4,0,0,0,0
1824,1433,1296,2654,2946,2260
24,27,19,24,30,54
1721,1166,1305,2582,3174,3017
1087,672,856,1046,1363,1235
5283,4095,3717,5790,6591,5302
1406,1032,1072,1806,2097,1522
5001,4046,4307,6326,5666,6015
2390,1877,1842,3014,3752,3105
1152,1066,902,1380,1306,1232
18698,14738,14722,20292,24334,20891
20224,18426,16494,16960,15709,15776
1874,2062,1969,1497,1594,1439
1214,995,857,1253,1278,1100
4467,3465,3014,4355,5814,4503
583,480,385,816,995,815
416,372,284,772,964,655
1585,1266,1404,1465,1902,1596
4107,2975,3063,3995,5363,4457
10565,8165,7751,11051,11542,10711
951,693,744,1255,1383,1080
5013,3906,3985,5271,5890,5522
63,90,58,63,95,83
1852,1361,1270,1224,1245,1228
434,218,306,374,403,425
705,595,476,673,584,682
470,400,310,499,503,393
921,725,647,948,988,980
1771,1400,1421,2001,2038,1982
55360,46467,41980,40022,44405,42367
16541,14139,15073,36296,34434,33383
5286,4288,4300,6378,6689,5919
4916,3585,3320,5396,6577,4721
5555,4123,4079,3888,3604,3495
6749,5582,4940,6730,7183,6205
4921,3830,3454,4112,4831,3917
26174,21214,18043,17618,18107,15907
3084,2414,2129,3255,3094,2720
2985,2176,2141,3181,3669,3001
0,10,16,12,14,5
13915,12021,11323,14831,14171,14291
40731,32825,30310,27351,29489,26957
53668,45134,42553,45444,45747,42418
2364,1951,2185,3211,3391,3269
22,17,37,33,11,30
19009,15123,14415,15731,15599,13396
20877,17037,15492,20247,19295,19281
22,30,15,22,20,21
1228,1010,857,1335,1433,1081
10105,8887,8353,9329,9836,8972
0,6,12,4,0,0
2740,2206,1971,3073,3262,3401
6546,5779,4986,5050,5140,5136
396,386,299,372,381,384
5527,4828,4306,5133,4992,5034
14780,11603,11039,20272,21999,19391
0,9,0,41,25,24
25735,20211,17513,21837,22279,20816
2735,2090,1967,2846,3082,2727
11438,9864,9509,11606,10743,10382
28761,23683,22085,30440,31980,28152
24610,21338,19672,17208,16872,16169
1407,1070,1167,1578,1585,1436
8,45,42,62,16,35
2266,1573,1542,3357,4291,3294
727,561,444,780,942,933
272,267,222,264,362,222
4138,3233,2956,5484,6920,5494
4854,3971,3958,4636,4479,4283
1506,1237,1178,2173,2823,2426
5262,3868,3818,6603,6797,6144
1543,1126,1079,1879,1974,1871
8321,6011,5736,10971,11844,10794
44,20,28,42,73,42
8328,6125,6058,8091,9415,7849
1982,1715,1622,2552,2596,2447
50,37,86,91,54,92
44,21,12,16,54,35
0,0,0,11,0,0
1825,1805,1447,2121,1903,1918
27347,23578,20783,20362,20601,19049
3731,2854,3032,5062,5411,5075
3480,2383,2324,4376,4619,3799
49509,40877,37584,43176,45092,41061
47,14,19,80,105,87
2420,1727,1574,2932,3971,3259
3425,2094,2517,3311,3813,3467
14,18,15,57,41,19
3713,2965,2904,6010,6977,6270
2865,2464,2235,2181,2032,2161
828,479,500,682,694,630
5177,4882,4261,4490,4188,3980
4329,3611,3192,4352,4439,4333
5523,4218,3930,5923,6423,6099
10854,9487,7990,7578,7897,7140
2947,2486,2210,3202,3114,2723
